            16.65504             0.00000
            15.89734             1.49592
            15.13964             2.20012
            14.38194             2.92823
            13.62424             3.89250
            12.86654             4.72148
            12.10884             5.33464
            11.35113             6.13881
            10.59343             6.50185
             9.83573             7.56395
             9.07803             8.05217
             8.32033             8.52398
             7.56263             9.27977
             6.80493             9.82224
             6.04723            10.16413
             5.28953            10.34203
             4.53183            10.48472
             3.77413            10.90981
             3.01642            10.94621
             2.25872            11.08763
             1.50102            11.63205
             0.74332            11.79217
            -0.01438            11.86327
            -0.77208            11.80795
            -1.52978            11.38443
            -2.28748            11.61244
            -3.04518            12.01011
            -3.80288            11.91408
            -4.56059            11.68575
            -5.31829            10.87554
            -6.07599            10.98884
            -6.83369            10.47138
            -7.59139             9.82650
            -8.34909             9.57407
            -9.10679             8.51490
            -9.86449             7.30784
           -10.62219             7.41734
           -11.37989             6.36769
           -12.13759             5.61067
           -12.89530             5.30194
           -13.65300             4.43466
           -14.41070             3.87909
           -15.16840             2.99799
           -15.92610             2.07911
           -16.68380             1.31075
           -17.44150             0.82266
           -18.19920             0.01995
