            16.65504             0.37716
            15.89734             1.32533
            15.13964             2.35966
            14.38194             2.90669
            13.62424             3.82504
            12.86654             4.74391
            12.10884             5.50683
            11.35113             6.20951
            10.59343             6.53868
             9.83573             7.39355
             9.07803             8.16963
             8.32033             8.63740
             7.56263             9.14600
             6.80493             9.61601
             6.04723            10.25798
             5.28953            10.48075
             4.53183            10.58808
             3.77413            11.01410
             3.01642            11.15316
             2.25872            11.04248
             1.50102            11.39148
             0.74332            11.49671
            -0.01438            11.56654
            -0.77208            11.47586
            -1.52978            11.26167
            -2.28748            11.48914
            -3.04518            11.74862
            -3.80288            11.66162
            -4.56059            11.10081
            -5.31829            10.87747
            -6.07599            10.72628
            -6.83369            10.32394
            -7.59139             9.83728
            -8.34909             9.20705
            -9.10679             8.53867
            -9.86449             7.80276
           -10.62219             7.76303
           -11.37989             6.54113
           -12.13759             5.92366
           -12.89530             5.40807
           -13.65300             4.60977
           -14.41070             3.84469
           -15.16840             3.29643
           -15.92610             2.31962
           -16.68380             1.47255
           -17.44150             0.93903
           -18.19920            -0.02391
