            16.65504            -0.00449
            15.89734             0.87020
            15.13964             2.00773
            14.38194             2.67781
            13.62424             3.70091
            12.86654             4.64431
            12.10884             5.46176
            11.35113             6.17486
            10.59343             6.67955
             9.83573             7.50500
             9.07803             8.23834
             8.32033             8.57615
             7.56263             9.14176
             6.80493             9.53276
             6.04723            10.33259
             5.28953            10.48248
             4.53183            10.64454
             3.77413            11.03441
             3.01642            11.19939
             2.25872            11.28835
             1.50102            11.17950
             0.74332            11.30622
            -0.01438            11.51653
            -0.77208            11.36176
            -1.52978            11.33683
            -2.28748            11.32962
            -3.04518            11.36689
            -3.80288            11.33417
            -4.56059            10.90046
            -5.31829            10.65202
            -6.07599            10.52330
            -6.83369             9.89038
            -7.59139             9.64992
            -8.34909             8.99532
            -9.10679             8.54062
            -9.86449             7.71481
           -10.62219             7.59352
           -11.37989             6.59699
           -12.13759             5.99678
           -12.89530             5.44197
           -13.65300             4.59808
           -14.41070             3.88407
           -15.16840             3.20072
           -15.92610             2.46340
           -16.68380             1.74840
           -17.44150             1.17701
           -18.19920             0.36461
